AN_BASE,NM_GRANDE_AREA_CONHECIMENTO,NM_AREA_CONHECIMENTO,NM_AREA_BASICA,NM_SUBAREA_CONHECIMENTO,NM_ESPECIALIDADE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,IN_REDE,SG_ENTIDADE_ENSINO_REDE,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,DS_ORGANIZACAO_ACADEMICA,NM_REGIAO,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,NM_MODALIDADE_PROGRAMA,CD_PROGRAMA_IES,NM_PROGRAMA_IES,NM_PROGRAMA_IDIOMA,CD_CONCEITO_PROGRAMA,AN_INICIO_PROGRAMA,AN_INICIO_CURSO,DS_SITUACAO_PROGRAMA,DT_SITUACAO_PROGRAMA,ID_ADD_FOTO_PROGRAMA_IES,ID_ADD_FOTO_PROGRAMA,PAIS
2019,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,NÃO SE APLICA,NÃO SE APLICA,26,DIREITO,UCSAL,UNIVERSIDADE CATÓLICA DO SALVADOR,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,NORDESTE,BA,SALVADOR,ACADÊMICO,28003012007P6,DIREITO,LAW,A,2019,2019,EM FUNCIONAMENTO,08May2019 0:00:00,155682,90943,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,BIOLOGIA GERAL,BIOLOGIA GERAL,NÃO SE APLICA,NÃO SE APLICA,6,CIÊNCIAS BIOLÓGICAS I,UNB,UNIVERSIDADE DE BRASÍLIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,DF,BRASÍLIA,ACADÊMICO,53001010007P8,CIÊNCIAS BIOLÓGICAS (BIOLOGIA MOLECULAR),BIOLOGICAL SCIENCES (MOLECULAR BIOLOGY),6,1973,1973/1991,EM FUNCIONAMENTO,29Jan2013 0:00:00,155683,90944,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,ENGENHARIA/TECNOLOGIA/GESTÃO,ENGENHARIA/TECNOLOGIA/GESTÃO,NÃO SE APLICA,45,INTERDISCIPLINAR,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,NITERÓI,ACADÊMICO,31003010097P8,SISTEMAS DE GESTÃO SUSTENTÁVEIS,DOCTORAL PROGRAM IN SUSTAINABLE MANAGEMENT SYSTEMS,4,2014,2014,EM FUNCIONAMENTO,14Feb2014 0:00:00,158127,93333,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,FÍSICA,FÍSICA,NÃO SE APLICA,NÃO SE APLICA,3,ASTRONOMIA / FÍSICA,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,LAVRAS,ACADÊMICO,32004010046P3,FÍSICA,GRADUATE PROGRAM IN PHYSICS,A,2019,2019,EM FUNCIONAMENTO,10Jan2019 0:00:00,142485,77789,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,MICROBIOLOGIA,MICROBIOLOGIA,NÃO SE APLICA,NÃO SE APLICA,9,CIÊNCIAS BIOLÓGICAS III,UNB,UNIVERSIDADE DE BRASÍLIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,DF,BRASÍLIA,ACADÊMICO,53001010094P8,BIOLOGIA MICROBIANA,MICROBIAL BIOLOGY,4,2012,2012/2012,EM FUNCIONAMENTO,16Mar2012 0:00:00,151976,86723,BRASIL
2019,ENGENHARIAS,ENGENHARIA ELÉTRICA,ENGENHARIA ELÉTRICA,NÃO SE APLICA,NÃO SE APLICA,14,ENGENHARIAS IV,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,RN,NATAL,PROFISSIONAL,23001011068P9,ENERGIA ELÉTRICA,PROGRAM OF PROFESSIONAL MASTER ON ELECTRICAL ENERGY,3,2013,2013,EM FUNCIONAMENTO,14Jan2014 0:00:00,150156,85643,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,BOTÂNICA,BOTÂNICA,NÃO SE APLICA,NÃO SE APLICA,7,BIODIVERSIDADE,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,BELO HORIZONTE,ACADÊMICO,32001010061P0,BIOLOGIA VEGETAL,PLANT BIOLOGY,6,2000,2000/2000,EM FUNCIONAMENTO,14Dec2012 0:00:00,156938,92259,BRASIL
2019,ENGENHARIAS,ENGENHARIA SANITÁRIA,ENGENHARIA SANITÁRIA,NÃO SE APLICA,NÃO SE APLICA,10,ENGENHARIAS I,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,PR,LONDRINA,ACADÊMICO,40006018023P5,ENGENHARIA AMBIENTAL,GRADUATE PROGRAM IN ENVIRONMENTAL ENGINEERING,3,2012,2012,EM FUNCIONAMENTO,30Aug2013 0:00:00,157113,92420,BRASIL
2019,CIÊNCIAS AGRÁRIAS,ZOOTECNIA,ZOOTECNIA,NÃO SE APLICA,NÃO SE APLICA,23,ZOOTECNIA / RECURSOS PESQUEIROS,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,BA,SALVADOR,ACADÊMICO,28001010088P7,ZOOTECNIA,ANIMAL SCIENCE,4,2011,2011/2011,EM FUNCIONAMENTO,29Jan2014 0:00:00,155144,90006,BRASIL
2019,ENGENHARIAS,ENGENHARIA CIVIL,ENGENHARIA CIVIL,NÃO SE APLICA,NÃO SE APLICA,10,ENGENHARIAS I,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,PA,BELÉM,ACADÊMICO,15001016031P5,ENGENHARIA CIVIL,GRADUATE PROGRAM IN CIVIL ENGINEERING,4,1999,1999/2015,EM FUNCIONAMENTO,07Aug2010 0:00:00,155145,90007,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,BOTÂNICA,BOTÂNICA APLICADA,BOTÂNICA APLICADA,NÃO SE APLICA,7,BIODIVERSIDADE,UNIMONTES,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,MONTES CLAROS,ACADÊMICO,32014015102P9,BOTÂNICA APLICADA,APPLIED BOTANY,A,2019,2019,EM FUNCIONAMENTO,04Mar2019 0:00:00,156928,92278,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,MEIO AMBIENTE E AGRÁRIAS,MEIO AMBIENTE E AGRÁRIAS,NÃO SE APLICA,45,INTERDISCIPLINAR,UNB,UNIVERSIDADE DE BRASÍLIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,DF,BRASÍLIA,ACADÊMICO,53001010093P1,MEIO AMBIENTE E DESENVOLVIMENTO RURAL,ENVIRONMENT AND RURAL DEVELOPMENT,3,2012,2012,EM FUNCIONAMENTO,18Jun2013 0:00:00,157444,92701,BRASIL
2019,CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,NÃO SE APLICA,NÃO SE APLICA,37,PSICOLOGIA,EDUCATIE,INSTITUTO EDUCATIEHOOG DE ENSINO E PESQUISA LTDA,NÃO,NA,PARTICULAR,PRIVADO,NÃO INFORMADO,SUDESTE,SP,MOGI DAS CRUZES,PROFISSIONAL,33281017001P9,PSICOGERONTOLOGIA,PSYCHOGERONTOLOGY,3,2014,2014,EM FUNCIONAMENTO,10Nov2014 0:00:00,157433,92704,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,NÃO SE APLICA,NÃO SE APLICA,28,ECONOMIA,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,JUIZ DE FORA,ACADÊMICO,32005016016P0,ECONOMIA,POSTGRADUATE PROGRAM IN ECONOMICS,5,2006,2006/2011,EM FUNCIONAMENTO,30Jan2013 0:00:00,157477,92726,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,RO,PORTO VELHO,PROFISSIONAL,10001018016P2,EDUCAÇÃO ESCOLAR,PROFESSIONAL MASTERS OF SCHOOL EDUCATION,4,2014,2014,EM FUNCIONAMENTO,10Apr2013 0:00:00,157482,92731,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,SERVIÇO SOCIAL,SERVIÇO SOCIAL,NÃO SE APLICA,NÃO SE APLICA,32,SERVIÇO SOCIAL,UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,MA,SÃO LUÍS,ACADÊMICO,20001010003P6,POLÍTICAS PÚBLICAS,POST GRADUATE PROGRAMME IN PUBLIC POLITICS,6,1993,1993/2001,EM FUNCIONAMENTO,21Jan2014 0:00:00,157491,92740,BRASIL
2019,ENGENHARIAS,ENGENHARIA MECÂNICA,ENGENHARIA MECÂNICA,NÃO SE APLICA,NÃO SE APLICA,13,ENGENHARIAS III,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,PR,CORNÉLIO PROCÓPIO,ACADÊMICO,40006018024P1,ENGENHARIA MECÂNICA,MASTER'S PROGRAMME IN MECHANICAL ENGINEERING,3,2013,2013,EM FUNCIONAMENTO,07Dec2012 0:00:00,158487,93582,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,COMUNICAÇÃO,COMUNICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,31,COMUNICAÇÃO E INFORMAÇÃO,UNESP-BAURU,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU ),NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,SUDESTE,SP,BAURU,ACADÊMICO,33004056081P4,COMUNICAÇÃO,COMMUNICATION,4,2001,2001/2014,EM FUNCIONAMENTO,10Sep2013 0:00:00,155197,90103,BRASIL
2019,ENGENHARIAS,ENGENHARIA QUÍMICA,ENGENHARIA QUÍMICA,NÃO SE APLICA,NÃO SE APLICA,12,ENGENHARIAS II,UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,ES,ALEGRE,ACADÊMICO,30001013054P8,ENGENHARIA QUÍMICA,CHEMICAL ENGINEERING PROGRAM,3,2014,2014,EM FUNCIONAMENTO,18Mar2014 0:00:00,158051,93276,BRASIL
2019,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,NÃO SE APLICA,NÃO SE APLICA,18,ODONTOLOGIA,UFPB-JP,UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA ),NÃO,NA,FEDERAL,PÚBLICO,NÃO INFORMADO,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,24001015034P0,ODONTOLOGIA,DENTISTRY,4,1990,1990/2019,EM FUNCIONAMENTO,14May2013 0:00:00,159675,94543,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,UEPG,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUL,PR,PONTA GROSSA,ACADÊMICO,40005011005P0,EDUCAÇÃO,POSTGRADUATE PROGRAM IN EDUCATION,5,2001,2001/2011,EM FUNCIONAMENTO,15Feb2013 0:00:00,159703,94551,BRASIL
2019,CIÊNCIAS HUMANAS,ANTROPOLOGIA,ANTROPOLOGIA,NÃO SE APLICA,NÃO SE APLICA,35,ANTROPOLOGIA / ARQUEOLOGIA,UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,50001019037P2,ANTROPOLOGIA SOCIAL,SOCIAL ANTHROPOLOGY,3,2014,2014,EM FUNCIONAMENTO,18Mar2014 0:00:00,159705,94553,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,MEIO AMBIENTE E AGRÁRIAS,MEIO AMBIENTE E AGRÁRIAS,NÃO SE APLICA,45,INTERDISCIPLINAR,UNILAB,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,CE,REDENÇÃO,ACADÊMICO,22011013001P0,SOCIOBIODIVERSIDADE E TECNOLOGIAS SUSTENTÁVEIS,ACADEMIC MASTER IN SOCIOBIODIVERSITY AND SUSTAINABLE TECHNOLOGIES,3,2014,2014,EM FUNCIONAMENTO,29Nov2013 0:00:00,158711,93689,BRASIL
2019,CIÊNCIAS DA SAÚDE,ENFERMAGEM,ENFERMAGEM,NÃO SE APLICA,NÃO SE APLICA,20,ENFERMAGEM,FICSAE,FACULDADE ISRAELITA DE CIÊNCIAS DA SAÚDE ALBERT EINSTEIN,NÃO,NA,PARTICULAR,PRIVADO,FACULDADE,SUDESTE,SP,SÃO PAULO,PROFISSIONAL,33068011005P0,ENFERMAGEM,NURSING,3,2014,2014,EM FUNCIONAMENTO,21Aug2013 0:00:00,158634,93707,BRASIL
2019,MULTIDISCIPLINAR,ENSINO,ENSINO DE CIÊNCIAS E MATEMÁTICA,ENSINO DE CIÊNCIAS E MATEMÁTICA,NÃO SE APLICA,46,ENSINO,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,PORTO ALEGRE,ACADÊMICO,42001013091P4,ENSINO DE FÍSICA,PHYSICS EDUCATION,6,2006,2006/2008,EM FUNCIONAMENTO,27Feb2014 0:00:00,152882,87387,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO PÚBLICO,DIREITO PÚBLICO,NÃO SE APLICA,26,DIREITO,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,GO,GOIÂNIA,ACADÊMICO,52001016041P5,DIREITO AGRÁRIO,MASTER OF AGRICULTURAL LAW,4,2008,2008,EM FUNCIONAMENTO,15Mar2014 0:00:00,159263,94152,BRASIL
2019,CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,NÃO SE APLICA,NÃO SE APLICA,34,SOCIOLOGIA,UFU,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,UBERLÂNDIA,ACADÊMICO,32006012028P4,CIÊNCIAS SOCIAIS,GRADUATE PROGRAM IN SOCIAL SCIENCES,3,2010,2010,EM FUNCIONAMENTO,08Nov2013 0:00:00,159265,94154,BRASIL
2019,LINGÜÍSTICA, LETRAS E ARTES,LETRAS,TEORIA LITERARIA,TEORIA LITERARIA,NÃO SE APLICA,41,LINGUÍSTICA E LITERATURA,UEPB,UNIVERSIDADE ESTADUAL DA PARAIBA,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,NORDESTE,PB,CAMPINA GRANDE,ACADÊMICO,24004014004P2,LITERATURA E INTERCULTURALIDADE,LITERATURE AND INTERCULTURAL,4,2006,2006/2011,EM FUNCIONAMENTO,10Oct2013 0:00:00,159271,94160,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,QUÍMICA,QUÍMICA,NÃO SE APLICA,NÃO SE APLICA,4,QUÍMICA,UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO CARLOS,ACADÊMICO,33001014005P5,QUÍMICA,GRADUATE PROGRAM IN CHEMISTRY,7,1980,1980/1987,EM FUNCIONAMENTO,17May2013 0:00:00,155200,90123,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,SAÚDE E BIOLÓGICAS,SAÚDE E BIOLÓGICAS,NÃO SE APLICA,45,INTERDISCIPLINAR,UNILASALLE,UNIVERSIDADE LA SALLE,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,RS,CANOAS,PROFISSIONAL,42021014004P8,SAÚDE E DESENVOLVIMENTO HUMANO,HEALTH AND HUMAN DEVELOPMENT,4,2013,2013,EM FUNCIONAMENTO,15Apr2013 0:00:00,155236,90183,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,UEL,UNIVERSIDADE ESTADUAL DE LONDRINA,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUL,PR,LONDRINA,ACADÊMICO,40002012015P7,EDUCAÇÃO,THE GRADUATE PROGRAM IN EDUCATION,4,1994,1994/2016,EM FUNCIONAMENTO,19Jun2013 0:00:00,155237,90184,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,UNIARP,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,NÃO,NA,MUNICIPAL,PÚBLICO,UNIVERSIDADE,SUL,SC,CAÇADOR,PROFISSIONAL,42070007002P2,EDUCAÇÃO BÁSICA,BASIC EDUCATION,3,2016,2016,EM FUNCIONAMENTO,26Feb2016 0:00:00,155241,90203,BRASIL
2019,CIÊNCIAS DA SAÚDE,SAÚDE COLETIVA,SAÚDE COLETIVA,NÃO SE APLICA,NÃO SE APLICA,22,SAÚDE COLETIVA,UNIFOR,UNIVERSIDADE DE FORTALEZA,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,NORDESTE,CE,FORTALEZA,ACADÊMICO,22002014004P4,SAÚDE COLETIVA,PUBLIC HEALTH,4,2003,2003/2015,EM FUNCIONAMENTO,01Jun2010 0:00:00,155351,90359,BRASIL
2019,MULTIDISCIPLINAR,ENSINO,ENSINO DE CIÊNCIAS E MATEMÁTICA,ENSINO DE CIÊNCIAS E MATEMÁTICA,NÃO SE APLICA,46,ENSINO,PUC/RS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,RS,PORTO ALEGRE,ACADÊMICO,42005019026P3,EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA,EDUCATION IN SCIENCE AND MATHEMATICS - M & D,5,2001,2001/2012,EM FUNCIONAMENTO,20Sep2012 0:00:00,159070,93989,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO PÚBLICO,DIREITO PÚBLICO,NÃO SE APLICA,26,DIREITO,UNISINOS,UNIVERSIDADE DO VALE DO RIO DOS SINOS,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,RS,SÃO LEOPOLDO,ACADÊMICO,42007011005P9,DIREITO,LAW GRADUATE PROGRAM,6,1997,1997/1999,EM FUNCIONAMENTO,21Feb2014 0:00:00,159071,93990,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,JUIZ DE FORA,PROFISSIONAL,32005016031P9,GESTÃO E AVALIAÇÃO DA EDUCAÇÃO PÚBLICA,MANAGEMENT AND EVALUATION OF PUBLIC EDUCATION,4,2010,2010,EM FUNCIONAMENTO,16Feb2014 0:00:00,158819,93805,BRASIL
2019,MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,NÃO SE APLICA,NÃO SE APLICA,48,BIOTECNOLOGIA,UNAERP,UNIVERSIDADE DE RIBEIRÃO PRETO,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUDESTE,SP,RIBEIRÃO PRETO,ACADÊMICO,33032017005P7,BIOTECNOLOGIA,BIOTECHNOLOGY,4,1999,1999/2009,EM FUNCIONAMENTO,07Aug2010 0:00:00,159012,93975,BRASIL
2019,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,NÃO SE APLICA,NÃO SE APLICA,18,ODONTOLOGIA,UNIC,UNIVERSIDADE DE CUIABÁ,SIM,UFPEL,PARTICULAR,PRIVADO,UNIVERSIDADE,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,50008013004P1,CIÊNCIAS ODONTOLÓGICAS INTEGRADAS,INTEGRATED DENTAL SCIENCES,4,2016,2016,EM FUNCIONAMENTO,15Jul2016 0:00:00,159016,93978,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,CIÊNCIAS CONTÁBEIS,CIÊNCIAS CONTÁBEIS,NÃO SE APLICA,27,ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31001017113P7,CIÊNCIAS CONTÁBEIS,ACCOUNTING GRADUATE PROGRAM,5,1998,1998/2014,EM FUNCIONAMENTO,27Feb2013 0:00:00,158028,93242,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL,PLANEJAMENTO URBANO E REGIONAL,NÃO SE APLICA,NÃO SE APLICA,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,UERN,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,NORDESTE,RN,PAU DOS FERROS,ACADÊMICO,23002018070P0,PLANEJAMENTO E DINÂMICAS TERRITORIAIS NO SEMIÁRIDO,PLANNING AND TERRITORIAL DYNAMICS IN SEMIARID,3,2015,2015,EM FUNCIONAMENTO,04Aug2015 0:00:00,158043,93268,BRASIL
2019,CIÊNCIAS DA SAÚDE,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,NÃO SE APLICA,NÃO SE APLICA,21,EDUCAÇÃO FÍSICA,UEM,UNIVERSIDADE ESTADUAL DE MARINGÁ,SIM,UEL,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUL,PR,MARINGÁ,ACADÊMICO,40002012029P8,EDUCAÇÃO FÍSICA,PHYSICAL EDUCATION,4,2006,2006/2011,EM FUNCIONAMENTO,11Nov2013 0:00:00,156906,92247,BRASIL
2019,LINGÜÍSTICA, LETRAS E ARTES,LETRAS,LETRAS,NÃO SE APLICA,NÃO SE APLICA,41,LINGUÍSTICA E LITERATURA,URI,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,RS,FREDERICO WESTPHALEN,ACADÊMICO,42010012002P7,LETRAS,LETTER,4,2006,2006,EM FUNCIONAMENTO,07Aug2010 0:00:00,146430,83133,BRASIL
2019,CIÊNCIAS AGRÁRIAS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,NÃO SE APLICA,NÃO SE APLICA,25,CIÊNCIA DE ALIMENTOS,IFSUDESTEMG,INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS,NÃO,NA,FEDERAL,PÚBLICO,INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA,SUDESTE,MG,RIO POMBA,PROFISSIONAL,32044011001P3,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,FOOD SCIENCE AND TECHNOLOGY,3,2013,2013,EM FUNCIONAMENTO,05Nov2013 0:00:00,146496,83182,BRASIL
2019,ENGENHARIAS,ENGENHARIA CIVIL,ENGENHARIA CIVIL,NÃO SE APLICA,NÃO SE APLICA,10,ENGENHARIAS I,UNILA,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,PR,FOZ DO IGUAÇU,ACADÊMICO,40043010008P4,ENGENHARIA CIVIL,CIVIL ENGINEERING,3,2016,2016,EM FUNCIONAMENTO,01Feb2017 0:00:00,157496,92753,BRASIL
2019,CIÊNCIAS DA SAÚDE,ENFERMAGEM,ENFERMAGEM,NÃO SE APLICA,NÃO SE APLICA,20,ENFERMAGEM,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,JUIZ DE FORA,ACADÊMICO,32005016033P1,ENFERMAGEM,MASTER'S DEGREE IN NURSING,3,2010,2010,EM FUNCIONAMENTO,28Nov2012 0:00:00,157510,92767,BRASIL
2019,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,NÃO SE APLICA,NÃO SE APLICA,18,ODONTOLOGIA,ILAPEO,FACULDADE ILAPEO,NÃO,NA,PARTICULAR,PRIVADO,NÃO INFORMADO,SUL,PR,CURITIBA,PROFISSIONAL,40041018001P7,ODONTOLOGIA,DENTISTRY,4,2008,2008,EM FUNCIONAMENTO,17Jan2014 0:00:00,157515,92772,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,NÃO SE APLICA,NÃO SE APLICA,29,ARQUITETURA, URBANISMO E DESIGN,UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,VIÇOSA,ACADÊMICO,32002017039P0,ARQUITETURA E URBANISMO,GRADUATE PROGRAM ON ARCHITECTURE AND URBANISM - UNIVERSIDADE FEDERAL DE VIÇOSA,4,2010,2010/2019,EM FUNCIONAMENTO,16Feb2012 0:00:00,157537,92774,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,SERVIÇO SOCIAL,SERVIÇO SOCIAL,NÃO SE APLICA,NÃO SE APLICA,32,SERVIÇO SOCIAL,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31001017066P9,SERVIÇO SOCIAL,SOCIAL WORK POST GRADUATION,5,1976,1976/1994,EM FUNCIONAMENTO,24Jan2013 0:00:00,157903,93138,BRASIL
